index,essay_id,essay_set,essay,domain1_score,domain2_score,split
1125,4057,2,"I think that we should have offensive materials on the shelfs in libraries. People have their own ideas and opinions about offensive material like @CAPS1 shouldnt be around in libraries for children to read or we should have offensive material because @CAPS1 might help someone one day. Some times when people think of offensive material they think of bad and not good for people to read or watch because @CAPS1's not treating people right. Then also some offensive material like videos or movie can be very fun and make the movie great to watch. Today im hear to tell that offensive material can help students in high school research for a project, @CAPS1 can also show us how offensive materials were back in the old days, and @CAPS1 can also teach us more about offensive material.      Today in are generation we do alot of studing or projects for school, we do this so we know more about the subject. As a high school student i would research the topic about offensive material. Why would you ask i do this? Because of researching this offensive material you can learn more about @CAPS1. Like where did @CAPS1 come from, why people are offensive, you could probably find out more than what you know and thats a good thing finding out what you dont know. So if we take away the offensive material we would never get to learn more about @CAPS1 or know where @CAPS1 came from. Its good to still have have books that are  offensive material because you get educated not to be offensive.     Going to a library is fun and exciteding because you get to read all these books. Well when you choose a book you can choose the most recent one or the one back from the old days. In are case we have offensive material on the shelfs in libraries. Lets just say here you went to the library today and you wanted to research a paper on offensive material from the old days. Well in the library they will have generations of  books on offensive material. This provides us of offensive material back in the old days. So the library is a good thing to have that because we need to know  about what happend back in the old days.     Everyone one goes to a library to learn more about what they like to do or read a really good book. Well i know alot of people that would love to learn more about offensive material. Offensive material to people is like a good book you can read @CAPS1 and learn more about. Some people think learning to much is a bad thing exspecially when @CAPS1 is on offensive material. Learning to much is not even a discusion because people can learn whatever they want to. If the libraries take away the offensive material @CAPS1 is just like talking a good book from you.      People can think what they want to think about offensive material. Like i said before if libraries take away offensive material book, its like taking away a good book from a reader. People do need to learn about offensive material thats why we still have the books. If we didnt want to know about offensive material why did they publish all the books and videos about @CAPS1. This is why i think we should have offensive material on the shelfs in libraries",3,3.0,train
1515,3996,2,"Empty @CAPS1     @CAPS2 is it wrong to censor? In the world there are today there is about @NUM1 billion people. All these people make up diffrent groups with diffrent moral codes, ethics, beliefs, and out looks on the world. With this in mind, there comes a problem with what is wrong and right. The three subject that will be discused in this article will be censorship, expression, and society.     To be censored puts a lable on things that says this article is not fit to be seen, or heard by anyone. Censorship was made to protect people from raw material that is seen as unfit or cruel. Music is censored for the subject or matter it speaks about, wether it would be of sex, drugs, or poltics. This goes for movies, magazines, newspapers, televison, or other forms of media. the reasons that somethig is censored changes from place to place.     Expression of ones inner thoughts of the world or a genral area could be desaterous in the eyes of some. To others, expression gives the chance to see who could be the next @CAPS3 vinci, @PERSON1, or anyother great thinker of the world. Censoring these people can and would be horrible. The idea that just beacuase someone has a diffrent out look does not mean they are the evil that is in the world. True their work could cause a problem, but their idea should not be shuned by the world. The material they produce should be aloud to be seen by anyone of any age.     Society possess a big problem. Society or how one should act in public is diffrent all over the world. So therfore what is censored here would not be censored somewhere else. This also mean what is wrong or right is diffrent to everyone on earth. The society will have great effect on with is aloud to be seen or heard by those that live in the society. if the society disagrees with the ideas of something the society will have it banned. If this is let to continue nothing will be aloud to speak its mind on anything.     So @CAPS2 is censorship wrong? Censorship is unjust to those with ideas unlike others. If someone can censor someone else then that person that is being censored could in turn censor the person that is censoring them because of that persons veiws. So yes it is wrong to censor anything or anyone for thier ideas, morals, ethics, rules, laws, beliefs, or conduct. Everything should be aloud to exsist and be seen or heard by anyone who wants to look into that subject of matter. In conclusion censorship, expression, and society will always have veiws but none of these view should ever be hiddin from anything or anyone.",4,4.0,train
1156,4308,2,"Have you ever sondered through the libray just to specifically find that one good book, magazine, or even cd that didn't involve inapropiate material for once? You feel like a little kid in the shopping mall just inpatiently waiting to find that one toy, but it never shows up. You spend seconds, minutes, even hours still slowly pacing back and forth shelf to shelf, and finally you find it and you open it and see the most innapropriate picture ever, or maybe listen to the most vulgure language, or even take a skim through the most offensive reading yet. Do you wish it'd change?     I visit the library every time after i finish my book, I have loved reading from the time I was little. Lately i feel like my reading iterest has gone down though, not due to my act of being involved in other things, but possibly because lately I feel like every book I pick up comes off offensive. For example I went to  the check out a new book, I was mind boggled at this time because unlike usual I had no clue on which book I was even interested on to read next. The librarian directed me to there new best seller and said addressed it and said it was as hard to put down as a lollipop. I checked it out and after the first paragraph I wanted to throw up. This book and too gory and i felt like it downgraded women, I was anything but satisfied. This wasn't the first book me or my friends had checked out like this, and I have a feeling it won't be the last. I just hope i could check out a book not so offensive and actually worth my time, but it seems like lately they are all changing and becoming too much for me, and it really upsets me.     Our library seems to be over packed with magazines, which isn't a bad thing because I love them. I label magazines as a light read and very good at passing free time. I never get tired of all the pictures, all the gossip, and all the jokes at the end. Lately my opinion has changed though, these magazines are starting to alter and I don't like it. It seems as if I can't open my page without seeing a half dressed girl, some innapropriate advertisement, or even tons of personal display of affection. Seeing these vulgare images are enough to make me not only flip the page, but also never second guess about opening a magazine again.      Music is like a drug to me, and I am addicted. There is never a day that goes by that I do not listen to music, but lately music just isn't the same. I go to the library to check out some new cd's and it seems everything I bother listening to uses every curse word out there. I was furious after my purchase, but also disappointed that people actaully sell this garbage. I am somebody who listens to music to relax, not develop a new innapropriate vocabulary.      I know there are plenty of good books, magazines, and music out there. We just need to find it again. I hope that we can banish these offensive, vulgar, and unnesesary items at the library. I know i'd greatly appreciate it, and from what I heard many others would too. We want reading utensils worth reading, we want magazines our eyes won't mind to take a glance at, and we won't music that won't pollute our brains",4,4.0,train
1721,4681,2,"I personally do not think that books or magazines and such with offensive things about them shouldn't be removed because they give people something to read. Most people don't want to read @CAPS1 or a novel. Some people want to read about crimes, mysterys, and action. There are alot of good movies out there but some of them I can agree with are too offensive to others. I gurantee that movies with comedy in them will be put down about what is being said. For example: @CAPS2 @CAPS3 to some people is very offensive. The only reason the person would think that the movie is offensive is because they are stubborn people that don't have a life.     I can believe that there are literature materials that are offensive to others, but the person that criticizes others doesn't think that they are offensive to the people that read the books that offened the person that is being offended. Books about war to some people are too graffic. But those books about war are probably books about history. I have only started noticing the people that are trying to get rid of those books that they don't like. But back in the @DATE1's people didn't care about what was in a library. They just want something to read. I say leave the librarys alone!",3,3.0,train
1446,3693,2,"I understand how some people @MONTH1 get offended by some things they @MONTH1 watch or they might read but that doesn't mean that other people shouldn't be able to know about it because one person doesn't like it. It's kind of a matter of opinion of whether it is offensive or not.      I myself have never really read or watched anything that was completely uncalled for. On just about every movie or music album that is produced they rate it so that you can know who should be watching this movie and who shouldn't. If the movie was made with somekind of offensive parts to it then they put with the rating that yes, their is some rude language and things like that. So just because somebody didn't read close enough to see that their might be something they don't like in the movie shouldn't cause everyone else to not be able to see that particular movie.     Personally I don't find books to be the greatest things but I am sure of that some books or magazines do tend to have something rude or crude in them but it's not always horrible. If someone thinks that the book @MONTH1 be inapproiate for some readers then they could tell a person in charge in the library that maybe they should only be letting certain people be reading that book because of the content. You shouldn't have to throw a book off a shelf because one or two people thought bad about it.     If it was me choosing whether or not to take movies, books, magazines, etc off of the shelfs I wouldn't. I say this because @PERCENT1 of the time things have been rated or in someway approved to be put on general store shelfs. People can simply read details on the back and see that it's not going to bother them in a way or that it could be offensive and they shouldn't be purchasing. If someone complained about a new cd or movie that I personally wanted to see or listen to and it was taken off shelfs I would be upset about it because it probley wouldn't even offened me at all. So no, i completely disagree with the idea of movies or books and music having to stop sales because two or three people were offended by it's content",3,3.0,train
1059,3361,2,"Some people @MONTH1 think that certain book, movies, magazines, or music should be removed from libraries because they @MONTH1 be found offensive. I believe that libraries should not rid their shelves of 'offensive' material.      What really makes something offensive? If someone were to tell me that it looked as if I've lost weight, I would find that offensive. The person wouldn't have meant it that way, though. Although I would have found it slighly rude, another person @MONTH1 have found it to be a nice compliment. With this logic, can one really conclude that anything is truely offensive? By saying something is offensive, you're stating your own opinion. Even if they aren't the same as everyone else's, everyone is intitled to their own opinions; equality is something most people find very important. Because of this, one person's definiton of offensive shouldn't be held higher than another's. If we rid libraries of 'offensive' material, that is exactly what you would be doing; you'd be making one person's definition of offensive superior to another person's.      I also believe libraries should not get rid of 'offensive' material because by doing so, they would probably be getting rid of a lot of interesting material. Let's use my religious beliefs for an example. I am @CAPS1 @CAPS2. Basically, I do not believe in '@CAPS3'. If someone were to write a book about my religion, I would find it interesting. Some @CAPS4 @MONTH1 find it to be offensive, though. So if a library got rid of that book because someone found it offensive, I wouldn't want to go there as often. When I go to a library, I want to find a book that I'd enjoy reading. If all the material that is found offensive was taken out of the library, would there really be anything left? If so, I doubt many people would find it interesting.      I also believe this because by taking a book off the shelf because you find it offensive, wouldn't you be offending the author? As I said before, everyone is intitled to their own opinions. Because of this, libraries should allow authors to speak their minds. By taking their books off the shelves, you'd be offending them. They took their time and effort to think about and write that book, and for you to offend them by taking it off the shelf, you'd be controdicting the entire purpose of removing it from the shelf.      In conclusion, I believe that nothing can truely be defined as offensive. Also, people should be able to speak their minds. Therefore, libraries should not attempt to rid there shelves of 'offensive' material",4,4.0,train
954,3193,2,"Certain people beleive that offensive books, magazines, or music should be taken off of the shelves of libraries. I think that offensive books and music and media should not be taken off of the shelves. It is a persons own right to see certain things that are offensive if they choose to do so. It is also not another persons right to decide what other people can and cannot observe. If certain offensive things were taken off of the shelves of libraries such as music, books etc. the knowledge of people would be limited to only what the library or the government would want them to know and that is not right.     It is someones personal decision wether or not they look at listen to or read offensive things. People shouldn't be sheltered by society and only know what is wanted for them to know. If libraries eliminated offensive media then people would be able to form their own oppinions and ideas. In some cases reading and knowing certain things that are offensive to some people should be known to the world. One case is how people should know about the holocaust in the @DATE1. Im shure reading about the holocaust is very affensive to copius amounts of people, but even though this history is disturbing and offensive people should know about it so that history does not repeat itself.      The government and society does not have the right to decide what people take in. For example what if all of a certain type of music was eliminated from libraries, the internet, and tv; it would slowly dissolve out of  existence. Certain things like reading about the times before racial equality, and such things as slavery are very offensive for people to read about. But these things must be read and heard and passed down through history so it isn't forgotten.      The knowledge of offensive things should not be taken away from people by the libraries. Yes offensive things shouldnt be celebrated or looked upon as good but people should know. People in the world cant just know the good things or only what their society wants them to know, they also have to know about the bad things and offensive things that happen and have happened as well.",3,3.0,train
1280,3092,2,"Do you think there should be any books movies madaines etc tooken off the shelfs? Will if so then you should read my newspapper actle.     I don't think that there is any books etc, that i would take off the shelfs. There are many books etc that kids should read, but you can tell your kids not to read them, or if they do start to read them take the book away from them.      There are some books that kids shouldn't read, but only you can stop them from reading them. They willl always try to find away to get what they want. so taking books off the shelf wouldn't do any good, because they'll find the book movie ets somehow. The only way to make such is to keep your kids over watch, and to make such they do son't the stuff you don't want them to do.         In conculusion taking books off the shlef would't help anyone out, but just try to keep your kids away from the stuff you  don't want them to be around",3,3.0,train
1553,4479,2,"'All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf-that work I abhor- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' wrote by Katherine Paterson. If you think about it when you go into a library there is a ton of books to choose from. But how many do you think is appropiate for every age and including children, not very many. That is why they have sections for the books, but there are times people are rude and mix them up on purpose.          How many times have you been in a library and find a misplaced book? Many of times right, that can be accidental or on purpose. I know if I took my child or children to a libraby and they got a book that was inappropiate for them, I would take it to the front desk and complain about that book. Now if it was a book that has been misplaced I would take it from them. But, yes there are some books, magazines, movies, and music that should be removed from the libray.      I remember from when I was a little girl going into the library to check out books with my mom or my dad, it did not matter they both enjoyed taking me to the library. They were pleased that I loved to read but, one day my mom took me to get books from the library, she did not think about looking at the books I got until we got home and she realized on of my books had a cursing word in it. She was not happy at all, I had no clue what she was doing. But I figured it out, she grabbed me by my hand and took me to the car. She fastened me in and off we went, back to the library. She had no problem going off and complaining, I can remember her every word she said it sounded like this. '@CAPS1, my name is @LOCATION2 and this is my daughter @PERSON2 she is six years old. We were just her about an hour ago, but you want to know the funny reason we are back. Well if you can give me a funny reason for why my six year old daughter has a childs book from here with cursing in it. Please speak up and explain I would love to hear it.' The lady at the front desk was stunned she has never had someone go off on her for the seven years she had worked there. But the book is no longer in the @LOCATION1 library, I can not remember the title of this book, I just know that with a mom like mine she can get something done.   Just like Katherine Paterson said, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf- that work I abhor- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' I can tell you from experience and observation, you can do and get what ever you want with a little power and persausion. It @MONTH1 cause trouble but just set your mind to it and you can help and solve problems when you do set your mind to it",4,4.0,train
583,3946,2,"When going to a library you expect to see various books, movies, music, magazines, and maybe other items. If a person is looking for a book that maybe could be offensive to a race, culture, religion, or etc., they should still be able to check out that book. Libraries shouldnt be able to control those situtations, because it's a persons choice or adults choice to read those kinds of stories.     In our country we are allowed to express our opinion by the @CAPS1. The @CAPS1 includes free speech which insures that anyone can express their personal feelings or their opinion on certain matters. If a person would want to check out a book that could offended another individual technically by the law they have the right to do so. I'm not condoning that someone should read books, listen to music, or even watch movies that could be hateful or cruel, but by the law its ok for people to want to read, listen, or watch those works.      Libraries are government funded organizations. Therefore meaning they dont have the right to disregard these works. The government pays for the books that are purchased into the library. This means they need books that people would want to read, and be interested in even though some gruops of people might not agree its there job.      I'm not encouraging reading these novels or listening to offensive music, but as citizens of the @LOCATION1 we are allowed to listen to what we want, and read anything we want, because thats what our country is meant to stand for freedom. When I think of @LOCATION2 i think freedom, and i have to say I'm proud our country stands for that, and we should  stand for that freedom even when it comes to the small things in life",4,3.0,train
602,3118,2,"All libraries are not good cause some people are going to library an getting on the computer getting on websit that the child find. The people need the computer for appicatetionfor job an the owner be wanting to get a card .That is uncause for in some term. Out of all kides canlearn from the library an do there work if need it's so much they can do that they can be there all week.      All people from littler children to adult can still learn now today in the @NUM1 centrey . You can learn about your ancienty or about car crash or about or thing that are going on it the world . As like japaness or chin ,you can do so much from the library or from the books thats there.It's up to the family to get to know more about themself by the library .",2,1.0,train
37,3478,2,"Censorship is a big part of a lot of things at the library. There are books, movies, magazines, and computers that anyone that want to get on can do so. Kids love to go to the library to get books and just hang out with friends. Strict parents might believe that books, magazines, and music are offensive and should not be at the library, But that isn't what everyone else thinks.       I believe people have different views about things. There are people that think there kids seeing bad things will make them want to do it. Others think there kids seeing those offensive things will make them learn from it. Another thing that people believe is bad in libraries is the talking. Not everyone that goes to the library wants to just sit and not talk to anyone. Most people do not go to libraries because of that.      Libraries are fun to go to. You can just about get any book there you want to read. There is no point for any parent to be worried about there child reading a book that isnt for there age group, because libraries are very good at having the sections labled for age groups. They also would not be able to check out the book because the staff there are good at making sure it isnt a book that shouldnt be read by that person. Also most younger kids that go there are always with an adult. So the parent can keep an eye on there kid if she doesnt believe its right for them to read the offensive books. Parents should not let there kid go to the library without them if they are scared for them to do something or look at something bad.      Talking at libraries is always fun because you can talk about the book your reading or just hangout. The staff and people there get so mad if kids are laughing or talking about something. I think they should make a floor people can go to, to hangout and talk.      In libraries there are a lot of good things to do rather bad things people always feel welcome there. Books that people say are offensive are usually the interesting ones. So if you do not want to see or your kids to see the offensive books and movies you should make sure not to go in the adult section.",2,3.0,train
1633,3984,2,"Many people think that libraries should be censored in one form or another to keep certian types of book away from people. How does that really help? Even if you remove certian book or music from a library doesn't mean people won't still get that same information from somewhere else. Besides many of the things that people should be censored is probably not that bad. I think it is better for some one to read about somthing the have it happen to them and then experince it. Like Katherine Paterson said if we let people get rid of book of music that they think are bad for people to read or listen to what will we have left. Nothing! Through people think censorring libraries is for the greater good, it just has too many bad side to have much of a good effect.     When people try to censor things they normally just take things off of shelfs and get rid of them. But, in today world of technology that doesn't stop people from obtaining there goal. We have the internet that lets people upload book and music to share. So yeah, you many not be able to get a book at the library but you can almost always find it online. In result trying to censor libraries by removing books and music really is doing anything.     How do you determine what should be censored? People all have a different idea of what is ok for the public and what is not. Some book that get removed could insult a group of people because it related in some way to them. Then you loss business and make poeple mad at the same time. In some way isn't it better for people to learn about bad things like crime and death through ways that aren't real and don't hurt. When things like that happen in a book they normally don't just stop there. They show the results or how the situation was handled. Which could come to help people who end up in the same sort of situatuions later on it there life. Which makes it really hard to determine what should be censored and what shouldn't.     Katherrine Paterson even said that if we let people censor what they think is unmoral nothing will be left. Everything will be gone, because every person in the world would find something is every book that they could find bad. Even if there is a book that people agree should be censored, there are people that think the other way. No books would be left if we  censored libraries because people could find thing bad or unmoral in every book.      Overall, censoring libraries ends up being more pain than it worth. It is not stoping people from obtaining the information another way. There is no way to decide what shuld be censored. And, censoring somethings will lead to people wanting other things to be censored, which will leave nothing. In conclusion, censoring doesn't really stop people and ends up leading to bigger problems in the end.",4,4.0,train
396,3988,2,"Books are an extremely important part of literature. Many different people have different views of different kinds of books. Some people enjoy books, and some people don't. Some people are fast readers, and some people aren't. Reading is in individual task. Your reading abilities, interests, and preferences are different from everyone else's.       The main idea here is preferences. You @MONTH1 enjoy a certain genre or topic that someone else @MONTH1 find offensive. But just because someone else doesn't enjoy it, does that meant that you shouldn't be able to enjoy it for yourself? Just because it is in the library, doesn't mean you have to check it out. Just because it is the new release in the book store and everyone loves it, doesn't mean YOU have to buy it. Other people can avoid the topics that they don't like. For example, if the local library took out all of the books that had anything to do with drugs and alcohol, because they found them offensive, the fact that they took the books out, could be offensive to the other people who enjoyed them. Also, some things could be offensive to some people that could be critical to research for others. Then, some people @MONTH1 not have the resources available that they need.     If it is music, movies, or magazines, then it should be dealt with the same way.  People have a choice of what they want to buy and rent. If a certain artist or actor is offensive to them, they should find something else and leave that @CAPS1 or movie for someone else to enjoy. They shouldn't complain about it. How would they feel if someone found their favorite band's music offensive and then no one could rent it from the library or buy it anywhere? Then, people would understand that everyone is different in their own way and not everyone will enjoy what they do.      I think that knowing that everyone is different and special in their own way should show that, everyone is going to enjoy different things at different levels. Every book, movie, @CAPS1, magazine, and any other thing, should be left for people to enjoy and hopefully you can find something you enjoy too",4,4.0,train
1708,3526,2,"Do you think that certain books, music, magazines are sometimes found very offensive? If I had kids I wouldnt want my kids to be around any of these bad things. I think that we should remove all of these bad things from the world to help the kids and childern become better people in the world.      There are a lot of bad people in the world but it is mostly because of all the things that people read and see. When people like great singers sing about drugs and other stuff kids think that it is cool to do drugs so they start to do them and then they cant stop! You want everyone to go to college and be doctors but they cant if they follow things that everyone else does. We need to encourage our children to be great people but we cant with drugs and volience that goes on around them, but we can try to banned the bad books, movies, and music. We need more good things to influence our children. We dont want our chilren to look at magazines and see women that are really tiny and they think that they have to look like that to be popular. If your children what to read and listen to these things then you cant let it influence them. I listen to rap music all the time but i never let it influence me because i want to be successful in my life.     These are all the reasons why be should banned these things from our children. If you want your children to be successful then you will keep your kids away from the volience and drugs. I know what kind of things happen when you dont keep them away. You dont want these things to happen to your kid so keep them away from it.",3,3.0,train
288,3936,2,"I think that they shounldn't remove the censorship books in the libraries because so bigger kids can read the books not the little kids because they don't need to here the kind of words in the books.  Also the little  kids has to small of ear to hear and also to small of eyes to even see the words in the book like that.  The bigger kids like in grades @NUM1  should be able to look at the books because it will be word that have heard before.          The books shouldn't be in the lower grade libraries becaues the little kids will ckeack the books out of the libraries, like the books thatis called @CAPS1 A @CAPS2 @CAPS3 because it says the n word a lot of times, a other one is @CAPS4 and @CAPS5 becaues says a lot of dirt words like the f, s, and ect.words that they don't need to hear that young of age.       Another reason why it wounld not be fair to the bigger kids if they take away from the libraries becaues they tring to get the out of the libraries so the littler kids don't get the books to take home read at home.  If you are going to take away the books tale them away from the grades @NUM2 becaues the that the book called @CAPS1 A @CAPS2 @CAPS3, and @CAPS4 And @CAPS5 will be bad for those kids to read.     Some more reasons why bigger kids should read the books and why not the little kids shouldn't read the books.  Why should the bigger kids in grade @NUM1 should read them becaues they are bigger then the littler kids are. The littler kids shouldn't becaues we don't want the littler kids to go home and say the words to there mom, dad, grandme, grandpa, and ect.       Now I have come to the end of my persuasive essay for the newpaper about my reflecting on why or why not we should get reid of the consorship in the libraraies.  Also until the next time I right again about this topic and I hopest you like this persuasive essay for the newpaper.",3,3.0,train
1327,3238,2,"I honestly don't think anything offensive should be removed from libraries, children don't really know what those offensive things mean.The library is the only good place to find information or to find a book that they enjoy. If you take things that @MONTH1 seem offensive to people; people are going to have a hard time finding any facts or anything they neeed.     People use offensive things all the time but not everyone means to insult anyone in any way. The library doesn't intentionally insult people. The library just gives us facts  about what we need to know about a person or anything like that. Some people don't know how to be mature when it comes to things like that and if they cant be mature about stuff like that then they don't need to be in the library.     I would understand if the intentions were to insult someone but their not so why should the magazines, movies, books, an music be taken out of the library. Thats just not fair to others when they are trying to get some information. Slavery is an offensive thing to colored people cause the colored people get called names that i will not say in this essay. Most people have matured over the years about what happened in the past.     Honestly I think people will be ok they dont need to get all bent out of shape because they see something offensive they just need to know that it wasnt intentionaly done",2,2.0,train
56,3913,2,"@CAPS4 I think all books,music,movies,magazines,etc. should be removed from the shelves if they are found offensive. The reason I say this is because what if their are little children that are willing too read grown up books and its all types of naked pictures and words thats not in a child vocabulary. Then they will pic up bad habbits and then use them with knowing what the words actually means.  Then, I think music should be edited because somer music has cursing and talking about things that a young minded child or children shouldn't hear. The music should only be something children are suppose too listen too things that are in their age group.    Next, I believe movies should be censored because now a days we are letting are children watch every and anything they want too. Things that doesnt control their language such as(@CAPS1 @CAPS2). I believe that @CAPS3 sahow needs too be blocked because they really do and say exclusive things on that show, and alot of childern watch and repeat every thing they hear and see of that show. Finally, magazines...I say @CAPS4 too magazines because they have neaked girls and men on the covers and pages of these magazines that shows just way too much and they put things in the magazines too them look real when they are actually not. I think that etc.. should only be used when needed too research and do homework because children use enternet too watch exclusive things and listen too such bad things.    Inconclusion, All together I think it should be an limit too everything we listen too and watch. Because children pick up everything they hear and see",3,3.0,train
324,3232,2,"Do you believe that certain materials,such as books, music, movies, magazines, ect., offensive? Support your position with convincing arguments from your own experince, observations, and/or reading.           I do believe that if it's a book you not suppose to get, if it's not for age group, don't get it. Some libraries contains books that's highly not appropriate for children, they have sections for adults and children to check out books. Some libraries need book monitors to guide and put up certain types of books.The library is  a plcae with all types of books, so you should go to your own section and check out your type of book.           When I first went to the library for the time I didn't know what book to check out, so the librarian should me my section by showing me my age group. By then I was checking out books that was appropriate for my age, magazines I didn't care to much about, I just wanted to read a whloe book.              In conclusion, when ever you nedd a book good or check out your section, make the book is appropriate for you and feed you mind with knowledge.",3,3.0,train
1760,4321,2,"It is known that anybody is able to rent books, movies, music, and magazines in libraries. It is also known that some of the material in libraries @MONTH1 be offensive or inapropriet. While some people beleive that such items should be removed from the shelves, I beleive that books, magazines, movies, and music should not be removed from the shelves. People should be able to read, listen, or watch watever they want to, if someone doesn't want something that they find offensive in their house then he or she doesn't have to get it, and it doesn't mean that something that seems offensive still isn't enjoyable.     The most important reason why I beleive that items that appear to be offensive should not be removed from library shelves is because people should be able to read, listen, or watch watever they want to. Anybody is entitled to his or her own preference. Some people prefer @CAPS1 rated movies or music with explicit content. If that's what people are interensted in then so be it. Anybody should not have to stop renting something that they want just because someone else doesn't want them to.     Furthermore, if someone doesn't want something that they find offensive in his or her house then just don't get it. Noone is forcing anyone to listen to or watch something that they don't want. It is actually a very simple matter. It's a choice whether someone wants to watch or listen to what they want, and they don't really have the right to be able to tell someone else that they can't watch or listen to what they want. If someone doesn't perfer something then they don't have to get it.     Finally, just because something seems offesnsive doesn't mean that it still isn't enjoyable. The @CAPS5 example that I can think of is a movie that is @CAPS1 rated. Just because a movie is rated @CAPS1 doesn't mean that it still doesn't have a good story or moral to it. Their are plenty of rated @CAPS1 movies that have won @CAPS5 @CAPS6 and plenty of other rewards. Another example is the singer @ORGANIZATION1. While his music @MONTH1 be offensive, their are still many people that enjoy it. Certain things that offend people can be enjoyed by other people.     In conclusion, noone has the right to be able to stop anyone from renting what they want from a library. People just really need to mind their own business and not worry about what other people find enjoyable. Certain books, movies, music, and magazines are only offensive if certain people beleive that they are. People can only choose what they want, and nothing more",4,4.0,train
1443,3527,2,"There are plenty of books that people don't want their children reading. Books such as '@CAPS1 @CAPS2 @PERSON1' is a book I had read and it was very out there and straight forward. But I would have to disagree I think those books deserve to be read. It shows kids that not everything is perfect.      People complain about how they think books are bad or things people say on @CAPS3 or in music is bad but if you don't want to listen to them, don't let your kids listen to it. If parents are so worried about what kids are reading or learning because of the world we live in now, lock them up. But I do have to agree with one thing, there are alot of bad things in muic and magazines but I think it can be avoided and not be caused to crupt a kid. I'm very into music and some music I dont listen to because of the things in it but I dont let that music or magazines change my option on things. I dont think people should be able to take books of the shelfs becaue it doesnt give other students or people to read them. Some people get inspired by books about drugs, not like to use them but to know that there are people out there that have overcome stitutions just like them. I like reading books about teenage problems and like to know all the different ways people have overcome them and see how they live. If people can get offended off of a book or movie I don't think they have a right to take that away. I think people that feel offended by books, magazines, and movies should stay away from them if they are offensive to them, because everyone has an option and not everyone thinks the same things.      With all the bad or good movies or books out there, I'm certain someone at least feels offended by one or two books or movies but that isn't a reason to want to take it down. Because once you do that someone will take a book you thought wasn't offensive and it will make you mad. I think if people stayed away from things that offended them and stayed close to books that they liked we wouldn't have much of a conflict unless you get that picky, always wanting to start a fight person to find something else to be picky about with the books or magazines or movies",4,3.0,train
55,3347,2,"Censorship in the world is getting worse everyday. Many people believe that some material is unsuitable. I believe that if it is unsuitable for others does not make it unsuitable for some. I believe people have the right to read,watch, or listen to what they want as long as it is not breaking any laws. I am torn on this topic because I am against censorship, but I am also for it when laws are being broken.     I believe that people should have the right to read whatever they want. Granted, some people read very incriminating books that could get them in a lot of trouble, but not everyone should be punished for another persons mistake. Sometimes you hear about terrorist groups and other illegal groups, but usually they do not market to everyday people. I think that when it becomes a threat to the @LOCATION1 they should remove material.     Another simple fact is that the constitution @LOCATION1 that we have the freedom of @CAPS1, which basically means we @MONTH1 print and read whatever we want. Many people depend on the constitution to make their lives seem safer and sometimes there is a book,article, movie, or a song that goes beyond our limits. I believe that some people use materials wrongly sometimes to get ahead and to make a name for themselves. I just think that people should write for the pure joy of it, not to persuade people to do something bad,or give bad thoughts or ideas.     The government has the right to control what we partake in, but does that seem fair? I understand thier logic behind this matter, but just because it has offensive matter does not mean they should remove it from society. I believe that if people want to experience it they should be able to without wondering if it will gone the next day. If people do not agree with this 'offensive' matter, then they should not take part in it. This is a true enough statement that it just makes you wonder about their logic.     So, does the government have the right to say what we can and cannot read? I don't believe so, but that is my opinion. I believe that people should read whatever they so choose to and should not think they are breaking laws for some 'offensive' material. Freedom of the @CAPS1 is what people have to look up to for the government, but how are people supposed to feel secure when they are reading a book, watching a movie, or listening to music that @MONTH1 be assumed 'offensive'.",4,4.0,train
